chr1	11969	14412
chr1	14363	29706
chr1	29654	31109
chr1	34554	35981
chr1	52573	54936
chr1	63048	63887
chr1	69191	70008
chr1	131125	134836
chr1	157784	157787
chr1	329431	332136
chr1	367740	368634
chr1	379105	379367
chr1	564542	564813
chr1	565120	566063
chr1	566554	567996
chr1	569015	569121
chr1	569176	569756
chr1	610322	610645
chr1	621059	621953
chr1	657572	660283
chr1	693613	693616
chr1	752851	755214
chr1	761586	762802
chr1	763088	794826
chr1	803451	812183
chr1	808772	809729
chr1	860360	879955
chr1	879584	894589
chr1	896067	901095
chr1	901977	911245
chr1	910579	917397
chr1	934342	935452
chr1	948903	949920
chr1	955603	991496
chr1	1006346	1009587
chr1	1017198	1051641
chr1	1102578	1102584
chr1	1103332	1103343
chr1	1104467	1104485
chr1	1108436	1114835
chr1	1109364	1133315
chr1	1138888	1141971
chr1	1146706	1149418
chr1	1152288	1167311
chr1	1167729	1170421
chr1	1177826	1182002
chr1	1189289	1209165
chr1	1215916	1227409
chr1	1227756	1244889
chr1	1244047	1247057
chr1	1246965	1259971
chr1	1260236	1264277
chr1	1266794	1270686
chr1	1270656	1284630
chr1	1288069	1297057
chr1	1309110	1310775
chr1	1321091	1334608
chr1	1337288	1342593
chr1	1353800	1357049
chr1	1361608	1363167
chr1	1370341	1378262
chr1	1385169	1405538
chr1	1407243	1433228
chr1	1447631	1470067
chr1	1470554	1475733
chr1	1477053	1510149
chr1	1533392	1535376
chr1	1550895	1565990
chr1	1567574	1570639
chr1	1570603	1590373
chr1	1592939	1624067
chr1	1631469	1633249
chr1	1634169	1655666
chr1	1656277	1677331
chr1	1682671	1711796
chr1	1716729	1822395
chr1	1846366	1848735
chr1	1849029	1850612
chr1	1853396	1935176
chr1	1950880	1962192
chr1	1982009	2116834
chr1	2115903	2144059
chr1	2160234	2241558
chr1	2252692	2323046
chr1	2323367	2336883
chr1	2336236	2345136
chr1	2357519	2436969
chr1	2439972	2457939
chr1	2460184	2461584
chr1	2487178	2496821
chr1	2518030	2522908
chr1	2522078	2564381
chr1	2567415	2718186
chr1	2938146	2939465
chr1	2976179	2984901
chr1	2985832	3355185
chr1	3371090	3397677
chr1	3406484	3527959
chr1	3477254	3477259
chr1	3541666	3546691
chr1	3547331	3569225
chr1	3569184	3652765
chr1	3652548	3663800
chr1	3669062	3688209
chr1	3689452	3692546
chr1	3696784	3712968
chr1	3728645	3773678
chr1	3773945	3801993
chr1	3805689	3816757
chr1	3817036	3833789
chr1	4714892	4852594
chr1	5624203	5624231
chr1	5922701	5922732
chr1	5922871	6052433
chr1	6051626	6161253
chr1	6161853	6240083
chr1	6241329	6269349
chr1	6265635	6281359
chr1	6281253	6295932
chr1	6296400	6299504
chr1	6304352	6305638
chr1	6307406	6320935
chr1	6324329	6454351
chr1	6472478	6484630
chr1	6484948	6521430
chr1	6489856	6489894
chr1	6521211	6526155
chr1	6526152	6551660
chr1	6581407	6614495
chr1	6601014	6601024
chr1	6615341	6639817
chr1	6640161	6649340
chr1	6650784	6674567
chr1	6673845	6684093
chr1	6685026	6695646
chr1	6694228	6761884
chr1	6845484	7829766
chr1	7279520	7279584
chr1	7429103	7430331
chr1	7831429	7841492
chr1	7844480	7905237
chr1	7903143	7913472
chr1	7979907	8000826
chr1	8014451	8045565
chr1	8042941	8042943
chr1	8064464	8086268
chr1	8266494	8266557
chr1	8352217	8352223
chr1	8377986	8404227
chr1	8412457	8877602
chr1	8571854	8571878
chr1	8810589	8811146
chr1	8846270	8846872
chr1	8921061	8939208
chr1	8935847	8937966
chr1	8938994	8939953
chr1	8943486	8943492
chr1	8953568	8954210
chr1	9006026	9035151
chr1	9063359	9086304
chr1	9095166	9148437
chr1	9142855	9142938
chr1	9160364	9189129
chr1	9211727	9211736
chr1	9294934	9331396
chr1	9353039	9429591
chr1	9599641	9645237
chr1	9649032	9674935
chr1	9711890	9789172
chr1	9712668	9714544
chr1	9789084	9884484
chr1	9908334	9970294
chr1	9982173	10003365
chr1	10003586	10045559
chr1	10027516	10027539
chr1	10057364	10076078
chr1	10092990	10241297
chr1	10118829	10119706
chr1	10223426	10223432
chr1	10270963	10441661
chr1	10287861	10287876
chr1	10359124	10359130
chr1	10458749	10480201
chr1	10490259	10512210
chr1	10490259	10512210
chr1	10509876	10511959
chr1	10516579	10532483
chr1	10532445	10690815
chr1	10696661	10856607
chr1	10955918	10956055
chr1	11006528	11041994
chr1	11051035	11051754
chr1	11072514	11085796
chr1	11086580	11107190
chr1	11114641	11119981
chr1	11126675	11159838
chr1	11166592	11322464
chr1	11204055	11209594
chr1	11212507	11212509
chr1	11229564	11229570
chr1	11249498	11256038
chr1	11286411	11286417
chr1	11293120	11293169
chr1	11333363	11356106
chr1	11338673	11339308
chr1	11539323	11597641
chr1	11708424	11715742
chr1	11714532	11723384
chr1	11724281	11734411
chr1	11734537	11751607
chr1	11751886	11785914
chr1	11796241	11814859
chr1	11821944	11849642
chr1	11845780	11866877
chr1	11866307	11903201
chr1	11901174	11908136
chr1	11905766	11908302
chr1	11917521	11918888
chr1	11968309	11968328
chr1	11969865	11969884
chr1	11979648	11986385
chr1	11994362	12035595
chr1	12040338	12073572
chr1	12079623	12092102
chr1	12123534	12204264
chr1	12137938	12137941
chr1	12227160	12269285
chr1	12251830	12251870
chr1	12281205	12281228
chr1	12290224	12572099
chr1	12567400	12567451
chr1	12627939	12677637
chr1	12630000	12630000
chr1	12704666	12727097
chr1	12776218	12788726
chr1	12806263	12823847
chr1	12835084	12838049
chr1	12851646	12856777
chr1	12884468	12891164
chr1	12907261	12908478
chr1	12917041	12921764
chr1	12939045	12945925
chr1	12952727	12958001
chr1	12976550	12980569
chr1	12982474	12982480
chr1	12998181	13117651
chr1	13035643	13038381
chr1	13108842	13112579
chr1	13140556	13145000
chr1	13182960	13184226
chr1	13216356	13219481
chr1	13328196	13331592
chr1	13359919	13369057
chr1	13384735	13384741
chr1	13386646	13390665
chr1	13421276	13428191
chr1	13447414	13452556
chr1	13474689	13477422
chr1	13495354	13498260
chr1	13516166	13526943
chr1	13642073	13648988
chr1	13668269	13673411
chr1	13694889	13698305
chr1	13716192	13719089
chr1	13737007	13747803
chr1	13801445	13840443
chr1	13910060	13944452
chr1	14022565	14022594
chr1	14026793	14151574
chr1	14450728	14450730
chr1	14925300	15444539
chr1	15018625	15019009
chr1	15442448	15478860
chr1	15479128	15546976
chr1	15490840	15497713
chr1	15573868	15726779
chr1	15736491	15756839
chr1	15765035	15775737
chr1	15783323	15798586
chr1	15792504	15817895
chr1	15817327	15852929
chr1	15853408	15918874
chr1	15868760	15868799
chr1	15898848	15911505
chr1	15931177	15931538
chr1	15934540	15934573
chr1	15944095	15995539
chr1	15986464	15988217
chr1	16010927	16061264
chr1	16063000	16067891
chr1	16069017	16074477
chr1	16083202	16113089
chr1	16174459	16266955
chr1	16268364	16302527
chr1	16316466	16321246
chr1	16330831	16335302
chr1	16340523	16345989
chr1	16345470	16360545
chr1	16370372	16383803
chr1	16384264	16400027
chr1	16450832	16482482
chr1	16524349	16539004
chr1	16524449	16524852
chr1	16542404	16554422
chr1	16555368	16555938
chr1	16558195	16563557
